City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,la villa del rosario,10.3258,-72.3134,26.46,85,100,1.17,VE,1730420934
361,montepuez,-13.1256,38.9997,21.58,89,85,1.5,MZ,1730420935
362,mukharram al fawqani,34.8151,37.0861,16.02,42,16,7.45,SY,1730420936
363,zelenoborskiy,66.845,32.3622,-3.15,73,21,4.17,RU,1730420937
364,vondrozo,-22.8167,47.2833,19.22,96,97,0.73,MG,1730420939
365,rongelap,11.1635,166.8941,28.31,78,42,4.87,MH,1730420940
366,porkhov,57.765,29.5561,6.71,95,100,3.39,RU,1730420941
367,idri,27.5,13.2667,19.12,43,52,2.75,LY,1730420942
368,dixiana,33.9193,-81.0593,23.16,69,40,1.54,US,1730420943
369,san rafael del yuma,18.4299,-68.6739,22.11,89,89,4.89,DO,1730420944
370,andergrove,-21.0833,149.1833,26.2,63,5,6.53,AU,1730420945
371,ust'-barguzin,53.45,108.9833,-3.14,87,84,1.99,RU,1730420948
372,dobrinka,52.1653,40.4731,1.99,80,90,3.66,RU,1730420949
373,bayanhongor,46.7167,100.1167,-15.84,82,8,1.92,MN,1730420950
374,nizhniy kuranakh,58.8353,125.4869,-11.45,97,99,0.57,RU,1730420951
375,mishkino,55.3389,63.9175,0.5,80,34,7.99,RU,1730420952
376,nova sintra,14.8667,-24.7167,26.92,77,100,3.77,CV,1730420953
377,klyuchi,52.2667,79.1667,2.63,89,97,3.29,RU,1730420954
378,cativa,9.3606,-79.8436,26.3,89,100,0.45,PA,1730420955
379,jilib,0.4883,42.7854,22.71,91,57,1.89,SO,1730420957
380,borba,-4.3878,-59.5939,25.91,74,90,2.01,BR,1730420958
381,marapanim,-0.7175,-47.6997,25.46,77,97,2.81,BR,1730420959
382,qarazhal,48.0078,70.7903,1.62,84,92,3.23,KZ,1730420960
383,portland,45.5234,-122.6762,10.52,93,100,3.58,US,1730420275
384,acapulco de juarez,16.8634,-99.8901,29.9,74,75,4.12,MX,1730420875
385,manggar,-2.8833,108.2667,28.03,74,93,0.78,ID,1730420963
386,oranjemund,-28.55,16.4333,15.28,84,41,2.07,NA,1730420964
387,talara,-4.5772,-81.2719,18.42,82,0,6.69,PE,1730420965
388,durban,-29.8579,31.0292,18.51,79,90,3.18,ZA,1730420966
389,georgetown,5.4112,100.3354,26.96,88,40,1.03,MY,1730420968
390,hilo,19.7297,-155.09,26.85,84,100,5.66,US,1730420880
391,sao francisco de paula,-29.4481,-50.5836,15.59,85,60,4.08,BR,1730420970
392,vozhega,60.4725,40.2213,-3.96,93,36,2.14,RU,1730420971
393,kratie,12.4881,106.0188,24.37,90,69,0.95,KH,1730420972
394,ak'ordat,15.5486,37.8867,29.04,45,92,4.21,ER,1730420973
395,toyooka,35.5333,134.8333,19.03,82,75,2.06,JP,1730420974
396,vila velha,-20.3297,-40.2925,22.75,92,75,1.54,BR,1730420975
397,rosario do sul,-30.2583,-54.9142,24.2,68,70,5.3,BR,1730420976
398,mazara del vallo,37.6641,12.588,18.85,85,9,4.49,IT,1730420978
399,dawei,14.0833,98.2,24.67,93,84,1.64,MM,1730420979
400,le port,-20.9373,55.2919,21.98,85,91,1.36,RE,1730420980
401,payakumbuh,-0.2202,100.6308,22.45,92,100,0.88,ID,1730420981
402,aden,12.7794,45.0367,28.52,59,58,7.82,YE,1730420982
403,yuzhno-kurilsk,44.0306,145.8556,12.11,65,48,2.91,RU,1730420983
404,tazacorte,28.629,-17.9293,18.54,59,0,3.6,ES,1730420984
405,grand falls-windsor,48.9332,-55.6649,9.72,92,100,2.95,CA,1730420985
406,linhares,-19.3911,-40.0722,21.38,96,100,1.71,BR,1730420986
407,mahanoro,-19.9,48.8,22.49,86,94,1.66,MG,1730420987
408,berezovyy,51.6667,135.7,-0.35,56,42,0.82,RU,1730420989
409,monrovia,6.3005,-10.7969,25.45,87,100,2.32,LR,1730420990
410,swakopmund,-22.6833,14.5333,14.99,83,75,2.24,NA,1730420991
411,nagqu,31.5,92.0,-4.55,28,97,1.18,CN,1730420992
412,namdrik,5.5994,168.1028,28.59,69,42,0.55,MH,1730420993
413,las tablas,7.7667,-80.2833,25.1,99,100,0.74,PA,1730420994
414,grajau,-5.8194,-46.1386,26.71,55,91,1.14,BR,1730420995
415,colac,-38.3333,143.5833,13.78,43,100,2.17,AU,1730420730
416,mil'kovo,55.6078,37.7956,2.97,42,95,5.33,RU,1730420998
417,shahin dezh,36.6793,46.5669,11.49,49,93,1.63,IR,1730420999
418,lycksele,64.5954,18.6735,-9.07,92,100,0.0,SE,1730421000
419,qiryat shemona,33.2073,35.5721,17.09,44,3,3.26,IL,1730421001
420,mokhsogollokh,61.4681,128.9203,-16.27,89,95,0.8,RU,1730421002
421,codrington,-38.2667,141.9667,14.4,50,13,5.39,AU,1730421003
422,i-n-salah,27.1935,2.4607,28.66,18,100,3.11,DZ,1730421004
423,likiep,9.8251,169.3107,28.52,76,12,4.34,MH,1730421005
424,swift current,50.2834,-107.8014,6.45,52,0,3.6,CA,1730420801
425,xinmin,41.9908,122.8253,12.83,45,0,4.92,CN,1730421008
426,trapani,37.8333,12.6667,17.93,94,0,1.54,IT,1730421009
427,rabaul,-4.1967,152.1721,28.56,72,67,1.41,PG,1730421010
428,kitwe,-12.7961,28.2477,17.94,95,100,1.66,ZM,1730421011
429,amos,48.5669,-78.1162,1.79,94,100,4.3,CA,1730421012
430,yigo village,13.5361,144.8886,27.3,93,100,4.12,GU,1730421013
431,kapuskasing,49.4169,-82.4331,1.0,93,100,4.12,CA,1730421014
432,morehead city,34.7229,-76.726,22.25,83,75,2.06,US,1730421016
433,rawson,-43.3002,-65.1023,23.16,28,0,7.72,AR,1730421017
434,volchikha,52.0333,80.3833,2.09,90,90,3.32,RU,1730421018
435,punta del este,-34.9667,-54.95,17.15,96,0,3.13,UY,1730421019
436,ambo,-10.1308,-76.2047,14.89,84,100,3.1,PE,1730421020
437,el jadid,33.2549,-8.506,18.52,86,0,4.02,MA,1730421021
438,machico,32.7,-16.7667,19.84,82,20,2.06,PT,1730421023
439,jianguang,28.1938,115.7836,18.71,73,100,5.52,CN,1730421026
440,nogliki,51.8333,143.1667,0.26,54,7,4.36,RU,1730421027
441,viedma,-40.8135,-62.9967,18.29,65,100,5.69,AR,1730421028
442,khadzhalmakhi,42.42,47.1821,5.82,71,0,0.22,RU,1730421029
443,kruisfontein,-34.0033,24.7314,13.82,93,6,1.78,ZA,1730421030
444,shitanjing,39.2342,106.3439,9.28,65,72,0.83,CN,1730421031
445,castillos,-34.1667,-53.8333,18.27,87,83,5.39,UY,1730421032
446,vodnyy,63.5046,53.4095,0.96,89,100,3.06,RU,1730421034
447,thamaga,-24.6701,25.5397,20.36,59,3,5.99,BW,1730421035
448,cannonvale,-20.2833,148.7,25.66,61,100,6.38,AU,1730421036
449,kabare,-2.4683,28.8242,16.1,91,90,1.12,CD,1730421037
450,alofi,-19.0595,-169.9187,27.94,78,100,5.14,NU,1730421039
451,pyt-yakh,60.7499,72.8582,-1.66,88,45,4.58,RU,1730421040
452,akureyri,65.6835,-18.0878,-7.04,86,0,3.09,IS,1730421041
453,touros,-5.1989,-35.4608,25.42,75,93,6.87,BR,1730420982
454,tobruk,32.0836,23.9764,20.48,59,76,4.51,LY,1730421043
455,cotacachi,0.3,-78.2667,14.39,98,100,0.8,EC,1730421044
456,escarcega,18.6089,-90.7454,23.12,97,67,2.21,MX,1730421045
457,naze,28.3667,129.4833,27.51,88,100,6.32,JP,1730421046
458,okhotsk,59.3833,143.3,-9.07,60,42,9.25,RU,1730421047
459,valparaiso,-33.0393,-71.6273,12.8,100,100,2.06,CL,1730421049
460,al jawf,29.5,38.75,18.95,44,22,4.8,SA,1730421050
461,newberry,34.2746,-81.6187,19.16,85,100,1.95,US,1730421051
462,valdivia,-39.8142,-73.2459,12.05,98,73,1.95,CL,1730421052
463,kasongo-lunda,-6.4667,16.8167,21.2,98,100,0.43,CD,1730421053
464,island harbour,50.724,-1.2758,12.77,71,100,1.78,GB,1730421054
465,mabaruma,8.2,-59.7833,24.29,88,7,0.67,GY,1730421055
466,wickenburg,33.9686,-112.7296,22.21,17,0,0.98,US,1730421056
467,camana,-16.6228,-72.7111,18.05,86,0,3.04,PE,1730421057
468,karratha,-20.7377,116.8463,36.17,20,0,6.66,AU,1730421058
469,chotila,22.4167,71.1833,25.67,37,0,2.29,IN,1730421060
470,tionk essil,12.7856,-16.5217,26.29,80,41,2.64,SN,1730421061
471,buka,40.8108,69.1986,10.48,50,100,1.4,UZ,1730421062
472,turuntayevo,52.2,107.6167,-1.09,75,99,0.62,RU,1730421064
473,saudarkrokur,65.7461,-19.6394,-8.87,93,8,6.05,IS,1730421065
474,sao jose da coroa grande,-8.8978,-35.1478,24.81,78,75,4.57,BR,1730421067
475,tucurui,-3.7661,-49.6725,26.51,68,98,1.57,BR,1730421068
476,tshabong,-26.05,22.45,19.51,17,3,3.96,BW,1730421069
477,gewane,10.1664,40.6453,26.96,55,99,3.28,ET,1730421070
478,arapongas,-23.4194,-51.4244,20.94,60,48,7.53,BR,1730421071
479,east london,-33.0153,27.9116,16.45,84,65,5.0,ZA,1730421072
480,inongo,-1.95,18.2667,21.13,95,99,0.72,CD,1730421073
481,thohoyandou,-22.9456,30.485,15.6,85,0,0.75,ZA,1730421074
482,kriel,-26.2739,29.2253,13.23,76,2,2.0,ZA,1730421076
483,huntsville,34.7304,-86.5861,17.89,94,100,0.0,US,1730420989
484,richards bay,-28.783,32.0377,18.6,83,71,1.5,ZA,1730421078
485,itaituba,-4.2761,-55.9836,24.52,84,48,1.32,BR,1730421079
486,tarauaca,-8.1614,-70.7656,26.79,68,98,1.24,BR,1730421080
487,eydhafushi,5.1033,73.0708,27.59,78,100,1.54,MV,1730421081
488,opuwo,-18.0607,13.84,21.01,27,4,2.5,NA,1730421082
489,motueka,-41.1333,173.0167,20.05,49,65,0.84,NZ,1730421083
490,kristiansund,63.1115,7.732,5.63,93,100,1.03,NO,1730421084
491,camiri,-20.05,-63.5167,26.02,57,0,1.57,BO,1730421086
492,prince rupert,54.3161,-130.3201,9.83,85,0,4.12,CA,1730421087
493,khorixas,-20.3667,14.9667,18.94,47,0,0.91,NA,1730421088
494,mumford,5.2618,-0.759,25.44,86,11,2.39,GH,1730421089
495,shache,38.4167,77.2406,7.92,44,0,1.34,CN,1730421090
496,billund,55.7335,9.1078,12.06,87,100,7.72,DK,1730421091
497,zhelezinka,53.54,75.3072,2.14,83,100,3.81,KZ,1730421093
498,fisterra,42.9049,-9.2629,16.72,79,63,2.78,ES,1730421094
499,pangody,65.85,74.4859,-2.07,91,100,7.92,RU,1730421096
500,ta'izz,13.5,44.0,16.95,63,18,3.65,YE,1730421097
501,dompu,-8.5356,118.4622,32.11,54,100,1.3,ID,1730421099
502,vilyuchinsk,52.9306,158.4028,2.15,58,10,4.06,RU,1730421100
503,igoumenitsa,39.5039,20.2656,15.44,52,1,2.96,GR,1730421101
504,diamantina,-18.2494,-43.6003,16.31,92,100,1.51,BR,1730421102
505,vallenar,-28.5708,-70.7581,14.77,63,9,1.27,CL,1730421104
506,suva,-18.1416,178.4415,27.71,78,75,4.63,FJ,1730420840
507,kill devil hills,36.0307,-75.676,21.1,79,0,5.66,US,1730421106
508,howard springs,-12.497,131.047,31.04,83,100,2.17,AU,1730421107
509,uzgen,40.7699,73.3007,8.22,46,100,1.66,KG,1730421005
510,estrela,-28.0611,-50.9383,14.75,88,18,3.49,BR,1730421109
511,kolonia town,6.964,158.206,30.0,74,100,2.57,FM,1730421110
512,itoman,26.1247,127.6694,29.01,89,75,11.83,JP,1730421111
513,sambir,49.5183,23.1975,8.18,87,100,2.69,UA,1730421113
514,argo,37.6333,22.7333,15.11,55,0,2.5,GR,1730421115
515,tanjung selor,2.8372,117.3642,25.76,90,100,0.83,ID,1730421116
516,matthew town,20.95,-73.6667,26.87,74,0,8.84,BS,1730421117
517,cooma,-36.2333,149.1333,18.65,34,16,1.85,AU,1730421118
518,sanya,18.2431,109.505,23.09,88,0,2.0,CN,1730421119
519,okha,53.5739,142.9478,0.03,62,99,5.79,RU,1730420939
520,siwa oasis,29.2041,25.5195,18.5,65,0,2.21,EG,1730421121
521,hanover,52.3705,9.7332,9.37,96,0,2.57,DE,1730421122
522,carutapera,-1.195,-46.02,25.75,73,100,4.71,BR,1730421123
523,mpongwe,-13.5091,28.155,18.97,90,100,3.17,ZM,1730421124
524,kerikeri,-35.2268,173.9474,21.1,44,0,3.32,NZ,1730421126
525,santa terezinha,-29.9002,-50.0904,20.78,83,80,12.57,BR,1730421127
526,concepcion,-36.827,-73.0498,12.89,88,100,3.09,CL,1730421128
527,anloga,5.7947,0.8973,26.62,84,14,3.4,GH,1730421129
528,el granada,37.5027,-122.4694,16.55,74,0,4.12,US,1730421130
529,ketchikan,55.3422,-131.6461,9.26,81,100,0.0,US,1730421131
530,midvagur,62.0511,-7.1939,4.46,65,75,12.35,FO,1730421132
531,al kharijah,25.4514,30.5464,17.11,50,0,2.63,EG,1730421133
532,long beach,33.767,-118.1892,20.05,64,20,4.47,US,1730420846
533,namibe,-15.1961,12.1522,17.46,81,84,2.03,AO,1730421135
534,dives-sur-mer,49.2818,-0.1013,11.43,78,0,2.52,FR,1730421137
535,mount pearl,47.5166,-52.7813,9.07,98,100,6.17,CA,1730421138
536,naranjo,10.0987,-84.3782,20.4,98,100,0.69,CR,1730421139
537,puerto aysen,-45.4,-72.7,11.3,94,91,1.27,CL,1730420947
538,antalaha,-14.9003,50.2788,21.77,86,18,2.34,MG,1730421141
539,aibak,36.2647,68.0155,13.32,37,73,2.03,AF,1730421142
540,tadine,-21.55,167.8833,25.83,52,4,3.81,NC,1730421143
541,piton saint-leu,-21.2196,55.3151,20.06,64,0,3.09,RE,1730421144
542,tres palos,18.1833,-101.6167,23.2,98,100,1.22,MX,1730421147
543,las lomitas,-24.7096,-60.593,22.99,89,100,2.18,AR,1730421148
544,bonthe,7.5264,-12.505,25.42,86,100,1.36,SL,1730421149
545,irece,-11.3042,-41.8558,26.47,42,65,3.83,BR,1730421150
546,malvan,16.0667,73.4667,25.48,87,32,2.82,IN,1730421151
547,goz beida,13.95,20.55,23.11,20,0,4.23,TD,1730421152
548,sao joao da barra,-21.6403,-41.0511,21.91,88,59,2.99,BR,1730421153
549,nadym,65.5333,72.5167,-2.52,91,81,8.98,RU,1730421154
550,auki,-8.7676,160.7034,28.28,80,92,2.42,SB,1730421155
551,chauny,49.6151,3.2186,7.95,89,0,0.83,FR,1730421156
552,north side,19.35,-81.2,29.04,83,20,7.2,KY,1730421158
553,plaza huincul,-38.926,-69.2086,24.52,10,4,0.89,AR,1730421159
554,wotho,10.1657,166.0102,28.61,77,86,5.33,MH,1730421160
555,maun,-19.9833,23.4167,25.98,53,0,6.69,BW,1730421026
556,san pedro pochutla,15.7333,-96.4667,28.84,92,100,2.04,MX,1730421163
557,tres isletas,-26.3407,-60.4321,20.61,98,100,3.58,AR,1730421164
558,ebon,4.582,168.6964,28.52,71,4,1.02,MH,1730421165
559,shenjiamen,29.9576,122.298,22.84,99,100,3.97,CN,1730421167
560,san luis de la loma,17.2706,-100.8939,26.81,84,100,2.63,MX,1730421168
561,cosala,24.4125,-106.6908,21.85,49,0,0.3,MX,1730421170
562,karamay,45.6004,84.8661,4.86,73,100,0.69,CN,1730421172
563,levuka,50.1834,-105.4011,7.85,53,75,4.63,CA,1730421173
564,tual,-5.6667,132.75,28.65,75,74,1.55,ID,1730421175
565,labytnangi,66.6572,66.4183,-0.48,93,100,7.81,RU,1730421176
566,sosnogorsk,63.6023,53.8817,1.28,85,100,3.28,RU,1730421177
567,iquitos,-3.7481,-73.2472,26.02,94,0,0.0,PE,1730421178
568,luderitz,-26.6481,15.1594,18.24,62,8,1.77,NA,1730420944
569,xilin hot,43.9667,116.0333,4.47,49,0,1.99,CN,1730421180
570,beira,-19.8436,34.8389,25.05,94,75,5.66,MZ,1730421181
571,bandarbeyla,9.4942,50.8122,24.44,85,9,3.64,SO,1730421182
572,bardai,11.65,7.2333,19.4,25,57,3.39,NG,1730421183
573,togur,58.3631,82.8265,-3.14,88,98,1.86,RU,1730421184
574,keflavik,64.0049,-22.5624,1.24,51,0,6.69,IS,1730420842
575,kapa'a,22.0752,-159.319,28.18,75,40,8.23,US,1730421187
576,huancavelica,-12.7667,-74.9833,6.33,67,60,1.32,PE,1730421188
577,perdoes,-21.0908,-45.0914,19.04,73,43,3.75,BR,1730421189
